net,time
3.86063E-07,0
8.36537E-07,1
1.48027E-06,2
2.63969E-06,3
3.47744E-06,4
5.02499E-06,5
6.89674E-06,6
9.15808E-06,7
1.24579E-05,8
1.49204E-05,9
1.80351E-05,10
2.0374E-05,11
2.34322E-05,12
2.70174E-05,13
2.95638E-05,14
3.34228E-05,15
3.7357E-05,16
4.12342E-05,17
4.54493E-05,18
5.00709E-05,19
5.52998E-05,20
6.01438E-05,21
6.59996E-05,22
6.96685E-05,23
7.38133E-05,24
7.84375E-05,25
8.36794E-05,26
8.7992E-05,27
9.29919E-05,28
9.82087E-05,29
0.000102693,30
0.000107803,31
0.000112312,32
0.000118271,33
0.000123217,34
0.000128178,35
0.000132323,36
0.000137516,37
0.000142237,38
0.000147597,39
0.000153743,40
0.000159698,41
0.000164898,42
0.000169901,43
0.000174351,44
0.000179806,45
0.00018421,46
0.000189624,47
0.000195626,48
0.000200929,49
0.000206322,50
0.000211515,51
0.000216868,52
0.000222234,53
0.000227689,54
0.000233453,55
0.000239453,56
0.000245178,57
0.00025011,58
0.000256012,59
0.00026067,60
0.000265266,61
0.000269945,62
0.000275083,63
0.000279934,64
0.000284648,65
0.000289898,66
0.000294332,67
0.000298322,68
0.000304134,69
0.000308675,70
0.000313075,71
0.00031779,72
0.00032351,73
0.000329399,74
0.000335385,75
0.000341392,76
0.00034649,77
0.000351135,78
0.000355946,79
0.000361159,80
0.000366387,81
0.000369984,82
0.000374765,83
0.000380423,84
0.000384914,85
0.000389416,86
0.000393612,87
0.000398292,88
0.000403141,89
0.0004088,90
0.000412314,91
0.000418798,92
0.000424659,93
0.000428844,94
0.00043433,95
0.000438696,96
0.000443722,97
0.000447458,98
0.000452097,99
0.000456582,100
0.000460178,101
0.000465339,102
0.000468706,103
0.000473643,104
0.000478099,105
0.000482399,106
0.00048704,107
0.000490446,108
0.000496355,109
0.000501113,110
0.000504961,111
0.000509068,112
0.000513939,113
0.000517641,114
0.000522362,115
0.00052684,116
0.00053116,117
0.000535318,118
0.000540165,119
0.000544342,120
0.000549296,121
0.000552978,122
0.000557266,123
0.000560874,124
0.00056578,125
0.000570438,126
0.000575279,127
0.000579262,128
0.000582819,129
0.000588208,130
0.00059239,131
0.000597715,132
0.000601564,133
0.000606824,134
0.000611218,135
0.000615531,136
0.000620912,137
0.000626571,138
0.000631179,139
0.000636863,140
0.000640156,141
0.000645507,142
0.000649709,143
0.000653471,144
0.000656792,145
0.000660659,146
0.000664533,147
0.000669135,148
0.000673926,149
0.000678275,150
0.000682998,151
0.000687275,152
0.000692748,153
0.000696403,154
0.000701346,155
0.000705289,156
0.000710344,157
0.000715136,158
0.000717999,159
0.00072327,160
0.000727997,161
0.000733198,162
0.000737294,163
0.000741679,164
0.000747196,165
0.000752443,166
0.000758641,167
0.000764006,168
0.000767779,169
0.000772882,170
0.000777142,171
0.000781031,172
0.000784735,173
0.000788827,174
0.000793595,175
0.000797226,176
0.00080134,177
0.000806709,178
0.000810647,179
0.000814399,180
0.00081835,181
0.000821632,182
0.000826467,183
0.000830633,184
0.000834516,185
0.000839478,186
0.000843767,187
0.000847477,188
0.000852859,189
0.000858253,190
0.000862282,191
0.000867205,192
0.000871843,193
0.000875897,194
0.000879859,195
0.000883531,196
0.000888999,197
0.000894282,198
0.000898379,199
0.000902082,200
0.00090559,201
0.000910107,202
0.000913828,203
0.000918259,204
0.000922293,205
0.000927144,206
0.000931397,207
0.000935963,208
0.000940334,209
0.000944612,210
0.000948285,211
0.000951863,212
0.000956163,213
0.00096006,214
0.000964273,215
0.000967771,216
0.000972099,217
0.000976435,218
0.000979744,219
